oeblbio,oeblid
http://www.wikidata.org/entity/Q60819352,O/Oberwalder_Oskar_1883_1936
http://www.wikidata.org/entity/Q60819367,O/Obrzut_Andrzej_1854_1910
http://www.wikidata.org/entity/Q60819470,O/Opolski_Stanislaw_1876_1918
http://www.wikidata.org/entity/Q60819498,O/Ormody-Ormod_Vilmos_1838_1932
http://www.wikidata.org/entity/Q60819538,O/Ostrcil_Anton_1874_1941
http://www.wikidata.org/entity/Q60819624,P/Pangerl_Franz_1879_1937
http://www.wikidata.org/entity/Q60819655,P/Pascher-Osserburg_Karl_1847_1910
http://www.wikidata.org/entity/Q60819660,P/Pascotini-Ehrenfels_Giovanni_1761_1837
http://www.wikidata.org/entity/Q60819664,P/Paskovits_Emil_1862_1945
http://www.wikidata.org/entity/Q60819740,P/Pederzolli_Giuseppe_1820_1893
http://www.wikidata.org/entity/Q60819754,P/Pelikan-Plauenwald_Josef_1818_1896
http://www.wikidata.org/entity/Q60819759,P/Pengg-Auheim_Johann_1862_1926
http://www.wikidata.org/entity/Q60819784,P/Perkmann_Robert_1866_1928
http://www.wikidata.org/entity/Q60819798,P/Perneder_Franz_1865_1928
http://www.wikidata.org/entity/Q60819829,P/Petschnig_Johann_1821_1897
http://www.wikidata.org/entity/Q60819852,P/Pfaff_Annetta_1864_1945
http://www.wikidata.org/entity/Q60819858,P/Pfaundler-Sternfeld_Johann-Georg_1795_1876
http://www.wikidata.org/entity/Q60819862,P/Pfeifer-Forstheim_Johann_1808_1891
http://www.wikidata.org/entity/Q60819900,P/Piazza_Saulle_1860_1940
http://www.wikidata.org/entity/Q60819917,P/Pietrzikowsky_Eduard_1855_1930
http://www.wikidata.org/entity/Q60819933,P/Pineles_Friedrich_1868_1936
http://www.wikidata.org/entity/Q60819953,P/Pirhalla_Martin_1842_1922
http://www.wikidata.org/entity/Q60819976,P/Pittani_Antonio_1876_1944
http://www.wikidata.org/entity/Q60819980,P/Pittner_Anton_1815_1892
http://www.wikidata.org/entity/Q60820029,P/Pleschner_Hans-Gallus_1883_1950
http://www.wikidata.org/entity/Q60820040,P/Podhajsky_Vincenc_1837_1905
http://www.wikidata.org/entity/Q60820050,P/Poeder_Franz_1779_1826
http://www.wikidata.org/entity/Q60820054,P/Poehnl_Hans_1849_1913
http://www.wikidata.org/entity/Q60820057,P/Poellnitz_Ernst_1813_1900
http://www.wikidata.org/entity/Q60820076,P/Pogna_Giuseppe_1845_1907
http://www.wikidata.org/entity/Q60820093,P/Polak_Chaim_1834_1905
http://www.wikidata.org/entity/Q60820106,P/Polic_Martin_1850_1903
http://www.wikidata.org/entity/Q60820109,P/Polikeit_Karl_1849_1921
http://www.wikidata.org/entity/Q60820114,P/Pollet_Johann_1814_1872
http://www.wikidata.org/entity/Q60820125,P/Popelka_Rudolf_1868_1930
http://www.wikidata.org/entity/Q60820161,P/Posselt-Csorich_Anton_1854_1911
http://www.wikidata.org/entity/Q60820178,P/Prandstetter_Ignaz_1836_1918
http://www.wikidata.org/entity/Q60820190,P/Praus_Josip_1829_1874
http://www.wikidata.org/entity/Q60820193,P/Prawdik-Maehrau_Franz_1836_1908
http://www.wikidata.org/entity/Q60820204,P/Preissler_Oskar_1863_1915
http://www.wikidata.org/entity/Q60820263,P/Profeld_Hubert_1867_1944
http://www.wikidata.org/entity/Q60820260,P/Prochaska_Robert_1871_1937
http://www.wikidata.org/entity/Q60820261,P/Procksch_Rudolf_1851_1927
http://www.wikidata.org/entity/Q60820304,P/Puchta_Anton_1851_1903
http://www.wikidata.org/entity/Q60820358,R/Raffeiner_Johann-Stefan_1785_1861
http://www.wikidata.org/entity/Q60820394,R/Randegger_Alberto-Iginio_1880_1918
http://www.wikidata.org/entity/Q60820399,R/Ranggetiner_Christian_1833_1886
http://www.wikidata.org/entity/Q60820407,R/Rappel_Jakob_1877_1942
http://www.wikidata.org/entity/Q60820419,R/Rauch_Anton_1801_1884
http://www.wikidata.org/entity/Q60820427,R/Raymann_Adolf_1822_1889
http://www.wikidata.org/entity/Q60820432,R/Rechberger-Rechkron_Josef_1824_1902
http://www.wikidata.org/entity/Q60820451,R/Regensdorff_Carlo_1792_1879
http://www.wikidata.org/entity/Q60820465,R/Reichel_Josef_1819_1866
http://www.wikidata.org/entity/Q60820475,R/Reichlin-Meldegg_Wilhelm_1874_1947
http://www.wikidata.org/entity/Q60820524,R/Reinisch_Karl-Ludwig_1876_1932
http://www.wikidata.org/entity/Q60820576,R/Reitter_Michael_1781_1830
http://www.wikidata.org/entity/Q60820685,R/Rieger_Otto_1880_1920
http://www.wikidata.org/entity/Q60820700,R/Riener_Martin_1806_1871
http://www.wikidata.org/entity/Q60820752,R/Rintelen_Anton_1842_1905
http://www.wikidata.org/entity/Q60820788,R/Ritter-Zahony_Hektor_1816_1878
http://www.wikidata.org/entity/Q60820818,R/Robinsohn_Isaak_1874_1932
http://www.wikidata.org/entity/Q60820864,R/Roehm_Ernst-Friedrich_1862_1923
http://www.wikidata.org/entity/Q60820879,R/Rohm-Hermannstaedten_Alfred_1858_1925
http://www.wikidata.org/entity/Q60820877,R/Roetzer_Karl_1862_1908
http://www.wikidata.org/entity/Q60820889,R/Roller_Margarete_1881_1945
http://www.wikidata.org/entity/Q60820919,R/Rosenfeld_Viktor_1852_1919
http://www.wikidata.org/entity/Q60820923,R/Rosner_Jehuda-Segal_1879_1944
http://www.wikidata.org/entity/Q60820940,R/Rothberger_Karl-Julius_1871_1945
http://www.wikidata.org/entity/Q60820955,R/Rottenberger_Josef_1760_1834
http://www.wikidata.org/entity/Q60820982,R/Rulikowski-Poradow_Ludwik_1784_1872
http://www.wikidata.org/entity/Q60821001,R/Rybak_Otakar_1886_1934
http://www.wikidata.org/entity/Q60821023,S/Saint-Julien-Wallsee_Klemens_1845_1908
http://www.wikidata.org/entity/Q60821052,S/Satke_Otto_1898_1940
http://www.wikidata.org/entity/Q60821072,S/Saxeneder_Josef_1823_1905
http://www.wikidata.org/entity/Q60821092,S/Schamann_Franz_1876_1909
http://www.wikidata.org/entity/Q60821107,S/Schattenfroh_Arthur_1869_1923
http://www.wikidata.org/entity/Q60821199,S/Schinko_Raimund_1907_1944
http://www.wikidata.org/entity/Q60821197,S/Schindler_Karl_1768_1843
http://www.wikidata.org/entity/Q60821218,S/Schlemmer_Anton_1848_1928
http://www.wikidata.org/entity/Q60821242,S/Schloissnigg_Theodor-Wilhelm_1817_1894
http://www.wikidata.org/entity/Q60821248,S/Schluga-Rastenfeld_Franz-Sales_1813_1889
http://www.wikidata.org/entity/Q60821264,S/Schmeja_Maximilian-Karl_1866_1945
http://www.wikidata.org/entity/Q60821268,S/Schmelzer_Antonin-Stanislav_1844_1902
http://www.wikidata.org/entity/Q60821280,S/Schmid-Beauchez_Louis_1848_1912
http://www.wikidata.org/entity/Q60821320,S/Schmid_Leopold_1868_1947
http://www.wikidata.org/entity/Q60821332,S/Schmid_Victor-Anton_1826_1898
http://www.wikidata.org/entity/Q60821341,S/Schmidl_Eduard-Adam-Gorgonius_1794_1880
http://www.wikidata.org/entity/Q60821349,S/Schmidl_Rupert_1735_1788
http://www.wikidata.org/entity/Q60821391,S/Schmuckenschlaeger_Michael_1853_1916
http://www.wikidata.org/entity/Q60821405,S/Schnabl_Jacob_1832_1909
http://www.wikidata.org/entity/Q60821423,S/Schneefuss_Wilhelm_1835_1905
http://www.wikidata.org/entity/Q60821424,S/Schneeweiss_Franz_1877_1917
http://www.wikidata.org/entity/Q60836271,P/Puschl_Karl_1825_1912
http://www.wikidata.org/entity/Q60821427,S/Schneeweiss_Martin-Franz_1883_1965
http://www.wikidata.org/entity/Q60821463,S/Schnopfhagen_Emil_1874_1944
http://www.wikidata.org/entity/Q60821491,S/Schoen-Liebingen_Josef_1797_1877
http://www.wikidata.org/entity/Q60821519,S/Schoenbichler_Carl-Hans_1920_1992
http://www.wikidata.org/entity/Q60821524,S/Schoenbichler_Karl_1846_1915
http://www.wikidata.org/entity/Q60821547,S/Schoenfeld_Wenzel_1831_1902
http://www.wikidata.org/entity/Q60821596,S/Scholz_Maximilian_1743_1834
http://www.wikidata.org/entity/Q60821642,S/Schreiner_Abraham_1810_1870
http://www.wikidata.org/entity/Q60821646,S/Schreiner_Franz_1817_1880
http://www.wikidata.org/entity/Q60821729,S/Schuecker_Heinrich_1867_1913
http://www.wikidata.org/entity/Q60821734,S/Schuecktanz_Anton_1818_1870
http://www.wikidata.org/entity/Q60821756,S/Schuetzenberger_Alois_1792_1840
http://www.wikidata.org/entity/Q60821924,S/Schustermann_Josef_1875_1942
http://www.wikidata.org/entity/Q60821948,S/Schwabe_Gustav-Adolf_1854_1937
http://www.wikidata.org/entity/Q60821954,S/Schwaerzler_Franz-Xav_1840_1925
http://www.wikidata.org/entity/Q60821972,S/Schwaighofer_Roman_1864_1935
http://www.wikidata.org/entity/Q60821988,S/Schwarz_Adolf_1807_1872
http://www.wikidata.org/entity/Q60822025,S/Schwartzer_Alois_1796_1872
http://www.wikidata.org/entity/Q60822066,S/Sebottendorf-Rose_Moritz_1805_1888
http://www.wikidata.org/entity/Q60822089,S/Sedlmayer_Wilhelm_1844_1890
http://www.wikidata.org/entity/Q60822101,S/Seeger_Ludwig-Eduard_1862_1927
http://www.wikidata.org/entity/Q60822105,S/Seeliger_Karl_1818_1896
http://www.wikidata.org/entity/Q60822110,S/Seemann-Treuenwart_Albin_1840_1912
http://www.wikidata.org/entity/Q60822113,S/Seemann-Treuenwart_Karl-Ottokar_1837_1925
http://www.wikidata.org/entity/Q60822128,S/Seidler_Adolf_1830_1905
http://www.wikidata.org/entity/Q60822153,S/Seltsam_Ferdinand_1841_1917
http://www.wikidata.org/entity/Q60822165,S/Senkowski_Michal-Piotr_1867_1939
http://www.wikidata.org/entity/Q60822170,S/Serassi_Carlo_1777_1849
http://www.wikidata.org/entity/Q60822326,S/Sicha_Anton-Jaroslav_1858_1911
http://www.wikidata.org/entity/Q60822375,S/Silbermark_Moriz-Viktor_1873_1938
http://www.wikidata.org/entity/Q60822408,S/Skorpil_Ferdinand_1903_1950
http://www.wikidata.org/entity/Q60822426,S/Slabe_Eduard_1816_1874
http://www.wikidata.org/entity/Q60822425,S/Skutetzky_Wilhelm_1828_1889
http://www.wikidata.org/entity/Q60822478,S/Sobieczky_Adolf_1854_1934
http://www.wikidata.org/entity/Q60822484,S/Sochor-Friedrichsthal_Eduard_1869_1948
http://www.wikidata.org/entity/Q60822488,S/Sochor-Friedrichsthal_Friedrich_1866_1936
http://www.wikidata.org/entity/Q60822501,S/Somogyi-Csizmazia_Alexander_1772_1860
http://www.wikidata.org/entity/Q60822537,S/Spatzenegger_Leopold_1815_1877
http://www.wikidata.org/entity/Q60822543,S/Spaur_Philipp_1816_1884
http://www.wikidata.org/entity/Q60822548,S/Spechtenhauser_Johann-Bapt_1760_1820
http://www.wikidata.org/entity/Q60822710,S/Spitz_Heinrich-Otto_1885_1945
http://www.wikidata.org/entity/Q60822732,S/Stabinger_Ferdinand_1866_1948
http://www.wikidata.org/entity/Q60822766,S/Stahly_Ignacz_1787_1849
http://www.wikidata.org/entity/Q60822785,S/Stapf_Thomas_1863_1922
http://www.wikidata.org/entity/Q60822790,S/Stariha_Janez-Nep_1845_1915
http://www.wikidata.org/entity/Q60822792,S/Stark-Rungberg_Franz-Xav_1840_1917
http://www.wikidata.org/entity/Q60822813,S/Stava_Julius_1881_1945
http://www.wikidata.org/entity/Q60822825,S/Stecker_Michael_1786_1854
http://www.wikidata.org/entity/Q60822828,S/Steeb_Christian_1848_1921
http://www.wikidata.org/entity/Q60822864,S/Steinbrener_Rupert_1866_1940
http://www.wikidata.org/entity/Q60822871,S/Steiner-Pfungen_Joseph_1767_1836
http://www.wikidata.org/entity/Q60822874,S/Steiner-Pfungen_Robert-Wilhelm-Joseph_1850_1917
http://www.wikidata.org/entity/Q60822894,S/Steinkeller_Rudolf_1805_1862
http://www.wikidata.org/entity/Q60822920,S/Stembera_Matej-Dobromir_1806_1878
http://www.wikidata.org/entity/Q60822964,S/Stieber_Georg_1820_1871
http://www.wikidata.org/entity/Q60822989,S/Stobinski_Feliks-Leon_1834_1888
http://www.wikidata.org/entity/Q60822997,S/Stoeckl_Andreas-Franz_1834_1924
http://www.wikidata.org/entity/Q60823007,S/Stoitzner_Karl_1834_1878
http://www.wikidata.org/entity/Q60823014,S/Storno_Ferenc_1851_1938
http://www.wikidata.org/entity/Q61052664,R/Rychter_Jozef_1843_1918
http://www.wikidata.org/entity/Q61103522,E/Ernst_Wilhelm_1870_1928
http://www.wikidata.org/entity/Q61197691,B/Berg_Jimmy_1909_1988
http://www.wikidata.org/entity/Q61197706,C/Cokor_Istvan_1849_1911
http://www.wikidata.org/entity/Q61197706,C/Csokor_Johann-Nepomuk_1849_1911
http://www.wikidata.org/entity/Q61197730,F/Felderer_Hieronymus_1840_1917
http://www.wikidata.org/entity/Q61197735,G/Gassner_Theodor_1804_1876
http://www.wikidata.org/entity/Q61197744,H/Haase_Josef-Ludwig_1848_1933
http://www.wikidata.org/entity/Q61197748,H/Hager_Evermod_1865_1925
http://www.wikidata.org/entity/Q61197765,H/Hibler_Emanuel_1865_1911
http://www.wikidata.org/entity/Q61197806,J/Jarycevskyj_Sylvestr_1871_1918
http://www.wikidata.org/entity/Q61197818,K/Kaltenhauser_Franziska_1863_1941
http://www.wikidata.org/entity/Q61197824,K/Katholicky_Marie_1849_1931
http://www.wikidata.org/entity/Q61197844,K/Kmetitsch_Agnes_1866_1932
http://www.wikidata.org/entity/Q61197862,K/Koblitz-Willmburg_Johann-Ludwig_1868_1931
http://www.wikidata.org/entity/Q61197866,K/Kocian_Samuel_1857_1932
http://www.wikidata.org/entity/Q61197864,K/Koch-Langentreu_Fr-Caecilia_1866_1941
http://www.wikidata.org/entity/Q61197869,K/Koenig-Lorinser_Minna_1849_1893
http://www.wikidata.org/entity/Q61197872,K/Koglgruber_Cajetan_1817_1907
http://www.wikidata.org/entity/Q61197897,K/Kretz_Leodegar_1805_1871
http://www.wikidata.org/entity/Q61197938,L/Landau_Jehuda-Menachem_1861_1920
http://www.wikidata.org/entity/Q61197946,L/Laroche_Michael-Johann_1805_1870
http://www.wikidata.org/entity/Q61197955,L/Lehner_Rudolf-Julius_1883_1922
http://www.wikidata.org/entity/Q61197967,L/Lhotzky_Alphons_1867_1913
http://www.wikidata.org/entity/Q61197964,L/Leschinger_Karl-Konrad_1866_1904
http://www.wikidata.org/entity/Q61197965,L/Lesic_Matilda_1845_1909
http://www.wikidata.org/entity/Q61197974,L/Lilie_Adolf_1851_1912
http://www.wikidata.org/entity/Q61197986,L/Lojko-Tisovsky_August_1843_1871
http://www.wikidata.org/entity/Q61197987,L/Lokar_Anton_1772_1835
http://www.wikidata.org/entity/Q61197985,L/Loidol_Oddo_1858_1893
http://www.wikidata.org/entity/Q61197991,L/Luchner_Oskar-Friedrich_1880_1948
http://www.wikidata.org/entity/Q61197994,L/Lupul_Theodor_1838_1858
http://www.wikidata.org/entity/Q61198006,M/Mandl_Albert_1860_1932
http://www.wikidata.org/entity/Q61198017,M/Matkovic_Jakov_1855_1909
http://www.wikidata.org/entity/Q61198029,M/Mencl_Josef-Branislav_1815_1864
http://www.wikidata.org/entity/Q61198032,M/Merkle_Meinrad_1781_1845
http://www.wikidata.org/entity/Q61198047,M/Milobar_Fran_1869_1945
http://www.wikidata.org/entity/Q61198045,M/Millauer_Franz-Xaver_1784_1840
http://www.wikidata.org/entity/Q61198052,M/Moessl_Johannes-Chrysostomus_1863_1942
http://www.wikidata.org/entity/Q61198072,N/Nagy-Toeboer-Ethe_Adalbert_1865_1921
http://www.wikidata.org/entity/Q61198085,N/Nestlehner_Alphons_1847_1930
http://www.wikidata.org/entity/Q30014745,R/Ruzicka-Strozzi_Marija_1850_1937
http://www.wikidata.org/entity/Q30232425,M/Mochnacki_Bazyli_1777_1844
http://www.wikidata.org/entity/Q30349241,M/Maier_August-Georg_1834_1889
http://www.wikidata.org/entity/Q30513070,S/Stecher-Sebenitz_Ferdinand-Jozef_1779_1857
http://www.wikidata.org/entity/Q33083120,H/Hornbostel_Carl_1825_1913
http://www.wikidata.org/entity/Q33128431,L/Leithe_Friedrich_1828_1896
http://www.wikidata.org/entity/Q33698366,L/Lichtenecker_Norbert_1897_1938
http://www.wikidata.org/entity/Q34680265,P/Pfefferle_Josef_1862_1939
http://www.wikidata.org/entity/Q36187327,L/Lanzedelly_Karl_1815_1865
http://www.wikidata.org/entity/Q39158988,P/Planckh_Viktor_1904_1941
http://www.wikidata.org/entity/Q39310315,S/Sigmundt_Ludwig_1861_1936
http://www.wikidata.org/entity/Q39446537,C/Czermak_Franz_1822_1884
http://www.wikidata.org/entity/Q39782461,P/Plattensteiner_Christian_1806_1858
http://www.wikidata.org/entity/Q39871357,K/Kafka_Josef_1858_1929
http://www.wikidata.org/entity/Q40121035,P/Perger_Sigmund-Ferdinand_1778_1841
http://www.wikidata.org/entity/Q41693048,L/Lasch_Simon_1796_1868
http://www.wikidata.org/entity/Q42306632,F/Frankl_Pinkas-Fritz_1848_1887
http://www.wikidata.org/entity/Q42313862,P/Putinati_Francesco_1775_1850
http://www.wikidata.org/entity/Q42322272,M/Martin_Anton_1812_1882
http://www.wikidata.org/entity/Q43219141,S/Schiedermayr_Johann-Bapt_1779_1840
http://www.wikidata.org/entity/Q43266755,D/David_Ludwig_1856_1930
http://www.wikidata.org/entity/Q43291654,K/Kraus_Johann-Wenzel_1791_1849
http://www.wikidata.org/entity/Q44918510,P/Pfeifer-Wellheim_Ferdinand_1859_1935
http://www.wikidata.org/entity/Q46005911,S/Seraphin_Friedrich-Wilhelm_1861_1909
http://www.wikidata.org/entity/Q46498088,S/Schrank_Ludwig_1828_1905
http://www.wikidata.org/entity/Q47007997,N/Neumann_Wilhelm_1877_1944
http://www.wikidata.org/entity/Q47010430,E/Emler_Bonaventura_1831_1862
http://www.wikidata.org/entity/Q47307534,M/Moczik_Felizian-Josef_1861_1917
http://www.wikidata.org/entity/Q47497421,S/Sellenati_Hans_1861_1935
http://www.wikidata.org/entity/Q47542633,T/Theyer_Leopold_1851_1937
http://www.wikidata.org/entity/Q48635407,A/Ascher_Franzi_1910_1991
http://www.wikidata.org/entity/Q49464503,S/Schoen_Johann_1802_1839
http://www.wikidata.org/entity/Q50233702,J/Jelinek_Franz-Xaver_1818_1880
http://www.wikidata.org/entity/Q50413306,U/Ubell_Hermann-Eugen_1876_1947
http://www.wikidata.org/entity/Q50866318,H/Holzmann_Michael_1860_1930
http://www.wikidata.org/entity/Q51077297,R/Reyer_Francesco-Taddeo_1760_1846
http://www.wikidata.org/entity/Q51690864,O/Oesterlein_Nikolaus-Johannes_1841_1898
http://www.wikidata.org/entity/Q52149602,P/Pretsch_Paul_1808_1873
http://www.wikidata.org/entity/Q52155003,S/Schuller_Ludwig-Friedrich_1826_1906
http://www.wikidata.org/entity/Q52155065,S/Schwach_Heinrich-August_1829_1902
http://www.wikidata.org/entity/Q52155714,P/Payer_Ernst_1862_1937
http://www.wikidata.org/entity/Q52156260,F/Fraenkel-Hahn_Louise_1878_1939
http://www.wikidata.org/entity/Q52658959,E/Engel_Friedrich_1867_1941
http://www.wikidata.org/entity/Q52672757,S/Sauer_Wilhelm_1892_1930
http://www.wikidata.org/entity/Q53499925,D/Dittmarsch_Karl_1819_1893
http://www.wikidata.org/entity/Q53507472,S/Stoeber_Joseph_1768_1852
http://www.wikidata.org/entity/Q54932288,D/Desimoni_Albert_1740_1822
http://www.wikidata.org/entity/Q55001911,H/Hussak_Eugen_1856_1911
http://www.wikidata.org/entity/Q55068945,M/Munganast_Emil_1848_1914
http://www.wikidata.org/entity/Q55069810,O/Oettl_Johann_1801_1866
http://www.wikidata.org/entity/Q55072812,S/Spott_Karel_1811_1875
http://www.wikidata.org/entity/Q55073353,T/Toelg_Franz_1877_1917
http://www.wikidata.org/entity/Q55073626,V/Vajda_Peter_1808_1846
http://www.wikidata.org/entity/Q55122262,K/Knolz_Joseph-Johann_1791_1862
http://www.wikidata.org/entity/Q55122735,K/Kollmann_Ignaz_1775_1837
http://www.wikidata.org/entity/Q55123525,B/Burde_Johann-Karl_1744_1817
http://www.wikidata.org/entity/Q55123905,E/Embel_Franz-Xaver_1770_1856
http://www.wikidata.org/entity/Q55125802,M/Miller_Josef-Kassian_1809_1882
http://www.wikidata.org/entity/Q55126270,R/Rumpler_Matthias_1771_1846
http://www.wikidata.org/entity/Q55126418,S/Schusteckh-Herve_Emanuel_1750_1827
http://www.wikidata.org/entity/Q55126649,S/Schulheim_Hyacinth_1815_1875
http://www.wikidata.org/entity/Q55127365,W/Wenrich_Wilhelm_1822_1895
http://www.wikidata.org/entity/Q55127581,K/Kapp_Gustav_1831_1884
http://www.wikidata.org/entity/Q55130944,G/Gerle_Wilhelm-Adolf_1783_1846
http://www.wikidata.org/entity/Q55131073,M/Mersi_Andreas_1779_1861
http://www.wikidata.org/entity/Q55133031,K/Kappel-Savenau_Vincenz-Ludwig_1798_1868
http://www.wikidata.org/entity/Q55133016,W/Winkler-Brueckenbrand_Georg-Johann_1776_1853
http://www.wikidata.org/entity/Q55133279,W/Watteroth_Heinrich-Joseph_1756_1819
http://www.wikidata.org/entity/Q55133380,P/Prantner_Ferdinand_1817_1871
http://www.wikidata.org/entity/Q55134198,P/Peinlich_Richard_1819_1882
http://www.wikidata.org/entity/Q55193272,N/Neumann_Josef_1815_1878
http://www.wikidata.org/entity/Q55193336,S/Schneider_Franz-Xav_1805_1882
http://www.wikidata.org/entity/Q55193412,W/Wagner_Rudolf_1822_1894
http://www.wikidata.org/entity/Q55194277,M/Moshamer_Franz-Josef_1800_1878
http://www.wikidata.org/entity/Q55194456,W/Wilhelm_Gustav-Friedrich_1834_1895
http://www.wikidata.org/entity/Q55217506,K/Kosic_Baldo_1829_1918
http://www.wikidata.org/entity/Q55229365,R/Rytir_Jaroslav_1887_1939
http://www.wikidata.org/entity/Q55381599,D/Dickmann-Secherau_Eugen_1793_1863
http://www.wikidata.org/entity/Q55408053,F/Falta_Wilhelm_1875_1950
http://www.wikidata.org/entity/Q55451194,L/Lehne-Lehnsheim_Gustav_1829_1897
http://www.wikidata.org/entity/Q55520480,N/Niedzielski_Stanislaw_1842_1895
http://www.wikidata.org/entity/Q55626433,E/Emich_Gustav_1843_1911
http://www.wikidata.org/entity/Q55673503,B/Bieler_Ludwig_1906_1981
http://www.wikidata.org/entity/Q55674275,K/Klemm_Josef_1821_1882
http://www.wikidata.org/entity/Q55674427,E/Ehrenreich_Max-Leopold_1864_1936
http://www.wikidata.org/entity/Q55674419,H/Haffner_August-Otto-Wilhelm_1869_1941
http://www.wikidata.org/entity/Q55675426,K/Kolberg_Joseph_1832_1893
http://www.wikidata.org/entity/Q55676810,H/Haboeck_Franz_1868_1922
http://www.wikidata.org/entity/Q55676830,K/Klopfer_Karl-Eduard_1865_1937
http://www.wikidata.org/entity/Q55678639,B/Baumann-Koryto_Josef_1865_1927
http://www.wikidata.org/entity/Q55678712,E/Eschig_Maximilian_1872_1927
http://www.wikidata.org/entity/Q55678718,E/Eurich_Friedrich-Emanuel_1772_1851
http://www.wikidata.org/entity/Q55679261,K/Kaltenegger-Riedhorst_Friedrich_1820_1892
http://www.wikidata.org/entity/Q55679270,K/Kallina-Urbanow_Alois_1843_1920
http://www.wikidata.org/entity/Q55679313,K/Klob_Otto_1876_1935
http://www.wikidata.org/entity/Q55679328,K/Kieninger_Johann-Georg_1829_1899
http://www.wikidata.org/entity/Q55681379,H/Heidenreich_Josef-Cal_1846_1907
http://www.wikidata.org/entity/Q55682819,B/Bohdal_Anton-Matthaeus_1900_2008
http://www.wikidata.org/entity/Q55682840,D/Diamant_Paul-Joseph_1887_1966
http://www.wikidata.org/entity/Q55682847,H/Hlawatsch_Rudolf-Karl-Ferdinand_1840_1913
http://www.wikidata.org/entity/Q55876191,H/Hofer_Johann_1757_1817
http://www.wikidata.org/entity/Q55882994,S/Schlechta-Hrochow_Peter-Vinzenz_1818_1890
http://www.wikidata.org/entity/Q55886341,H/Hitzenthaler_Anton_1750_1824
http://www.wikidata.org/entity/Q55886760,H/Homolatsch_Josef_1812_1888
http://www.wikidata.org/entity/Q55887110,S/Schuerer-Waldheim_Anton_1830_1899
http://www.wikidata.org/entity/Q55888301,S/Schwind_Franz-Karl-Augustin_1806_1877
http://www.wikidata.org/entity/Q55896026,T/Tschinkel_August_1772_1833
http://www.wikidata.org/entity/Q55898922,S/Schoenfeld_Louise_1826_1903
http://www.wikidata.org/entity/Q55899182,S/Schoepf_Peter_1804_1875
http://www.wikidata.org/entity/Q55900129,S/Stotter_Michael_1813_1848
http://www.wikidata.org/entity/Q55900311,O/Otto-Ottenfeld_Maximilian_1777_1858
http://www.wikidata.org/entity/Q55901448,S/Schoepf_Johann-Bapt_1824_1863
http://www.wikidata.org/entity/Q55901825,L/Landau_Hermann-Joseph_1815_1889
http://www.wikidata.org/entity/Q55901794,R/Roser_Franz-De-P_1779_1830
http://www.wikidata.org/entity/Q55902307,L/Loewenthal_Sophie_1810_1889
http://www.wikidata.org/entity/Q55902425,T/Toegl_Martin-Albert_1753_1830
http://www.wikidata.org/entity/Q55902744,S/Sojer_Johannes-Kapistran_1798_1865
http://www.wikidata.org/entity/Q55903099,K/Katzer_Ignaz_1785_1850
http://www.wikidata.org/entity/Q55904343,K/Koepp-Felsenthal_Anton_1766_1825
http://www.wikidata.org/entity/Q55904505,S/Schaller_Georg_1816_1892
http://www.wikidata.org/entity/Q55906085,H/Hurter-Ammann_Heinrich_1825_1896
http://www.wikidata.org/entity/Q55906592,J/Jung_Edmund_1823_1890
http://www.wikidata.org/entity/Q55906744,J/Jochum_Josef-Anton_1799_1872
http://www.wikidata.org/entity/Q55906782,J/Joelson_Robert_1829_1902
http://www.wikidata.org/entity/Q55906830,J/Jaresch_Johann_1786_1840
http://www.wikidata.org/entity/Q55906858,J/Jungmair_Rudolf_1813_1875
http://www.wikidata.org/entity/Q55906847,K/Kagerbauer_Peter_1808_1873
http://www.wikidata.org/entity/Q55906974,K/Khayll_Anton_1787_1834
http://www.wikidata.org/entity/Q55907385,K/Kleinmayr_Ferdinand-Josef_1801_1863
http://www.wikidata.org/entity/Q55907395,K/Koeck_Georg_1826_1895
http://www.wikidata.org/entity/Q55907402,K/Kodolitsch_Theodor_1817_1899
http://www.wikidata.org/entity/Q55907408,K/Kohlenberg_Josefine-Alexandra_1820_1891
http://www.wikidata.org/entity/Q55907425,K/Klapeer_Anton_1770_1824
http://www.wikidata.org/entity/Q55907593,K/Kiuver_Stephan-Agontz_1740_1824
http://www.wikidata.org/entity/Q55907685,K/Kindinger_Ignaz_1775_1841
http://www.wikidata.org/entity/Q55907703,K/Kendler_Rudolf_1813_1897
http://www.wikidata.org/entity/Q55907723,K/Kienreich_Johann-Nep-Andreas_1759_1845
http://www.wikidata.org/entity/Q55907791,K/Knepper_Wilhelm_1800_1870
http://www.wikidata.org/entity/Q55907792,K/Knedlhans_Jan_1822_1889
http://www.wikidata.org/entity/Q55907903,K/Klopstein-Ennsbruck_Joseph_1763_1824
http://www.wikidata.org/entity/Q55907959,K/Kopetzky_Franz-Johann_1777_1860
http://www.wikidata.org/entity/Q55908958,K/Kiessling_Johann-Tobias_1742_1824
http://www.wikidata.org/entity/Q55908975,S/Schramek_Johann-Josef_1814_1874
http://www.wikidata.org/entity/Q55914183,K/Kain_Johann_1820_1894
http://www.wikidata.org/entity/Q55914339,T/Thuerheim_Andreas-Joseph_1827_1904
http://www.wikidata.org/entity/Q56005996,S/Sorgato_Antonio-Maria_1802_1875
http://www.wikidata.org/entity/Q56007167,S/Stark_Josef-August_1782_1838
http://www.wikidata.org/entity/Q56025356,L/Last_Albert_1826_1889
